,title,eps_count,publish_date,status,season,studio,Censorship,rate,director,eps_period,type,classification
1092,Kono Bijutsu-bu ni wa Mondai ga Aru!,الحلقات: 12,19-Sep-23,الحالة: مكتمل,Summer 2016,feel.,الرقابة: Censored,التقييم 7.18,Oikawa Kei,المدة: 24 min. per ep.,النوع: مسلسل,"['Comedy', 'Romance', 'School', 'Seinen', 'Visual Arts']"
1093,Mashle,الحلقات: 12,18-Sep-23,الحالة: مكتمل,Spring 2023,A-1 Pictures,الرقابة: Censored,التقييم 7.56,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Action', 'Comedy', 'Fantasy', 'Gag Humor', 'Parody', 'School', 'Shounen']"
1094,Kaze ga Tsuyoku Fuiteiru,الحلقات: 23,12-Oct-23,الحالة: مكتمل,Fall 2018,Production I.G,الرقابة: Censored,التقييم 8.39,Nomura Kazuya,المدة: 23 min. per ep.,النوع: مسلسل,"['Adult Cast', 'Drama', 'Sports']"
1095,Futsal Boys!!!!!,الحلقات: 12,27-Sep-23,الحالة: مكتمل,Winter 2022,Diomedéa,الرقابة: Censored,التقييم 5.46,Hiiro Yukina,المدة: 24 min. per ep.,النوع: مسلسل,"['Sports', 'Team Sports']"
1096,Fate/Zero 2nd Season,الحلقات: 12,27-Sep-23,الحالة: مكتمل,Spring 2012,ufotable,الرقابة: Censored,التقييم 8.55,Aoki Ei,المدة: 24 min. per ep.,النوع: مسلسل,"['Action', 'Fantasy', 'Supernatural']"
1097,Highschool of the Dead,الحلقات: 12,28-Sep-23,الحالة: مكتمل,Summer 2010,Madhouse,الرقابة: Censored,التقييم 7.07,Araki Tetsurou,المدة: 24 min. per ep.,النوع: مسلسل,"['Action', 'Ecchi', 'Gore', 'Horror', 'Shounen', 'Supernatural', 'Survival']"
1098,Uzaki-chan wa Asobitai!,الحلقات: 12,19-Sep-23,الحالة: مكتمل,Summer 2020,ENGI,الرقابة: Censored,التقييم 7.00,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Adult Cast', 'Comedy', 'Romantic Subtext']"
1099,Kakegurui××,الحلقات: 12,19-Sep-23,الحالة: مكتمل,Winter 2019,MAPPA,الرقابة: Censored,التقييم 7.20,unknown,المدة: 24 min. per ep.,النوع: مسلسل,"['Drama', 'High Stakes Game', 'Mystery', 'Psychological', 'School', 'Shounen', 'Strategy Game']"
1100,Code Geass: Dakkan no Rozé,الرقابة: Censored,6-Sep-24,الحالة: مكتمل,unknown,Sunrise,المخرج: Oohashi Yoshimitsu,unknown,unknown,المدة: 24 min. per ep.,الحلقات: 12,"['Action', 'Drama', 'Mecha', 'Military', 'Sci-Fi', 'Super Power']"
1101,Mou Ippon!,الحلقات: 13,18-Sep-23,الحالة: مكتمل,Winter 2023,Bakken Record,الرقابة: Censored,التقييم 7.17,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Combat Sports', 'School', 'Shounen', 'Sports']"
1102,Isekai Suicide Squad,الرقابة: Censored,15-Aug-24,الحالة: مكتمل,unknown,Wit Studio,المخرج: Osada Eri,unknown,unknown,الموسم: Summer 2024,الحلقات: 10,"['Action', 'Isekai']"
1103,Fruits Basket: The Final,الحلقات: 13,2-Oct-23,الحالة: مكتمل,Spring 2021,TMS Entertainment,الرقابة: Censored,التقييم 8.99,Ibata Yoshihide,المدة: 23 min. per ep.,النوع: مسلسل,"['Drama', 'Romance', 'Shoujo', 'Supernatural']"
1104,Jujutsu Kaisen 2nd Season,الحلقات: 23,28-Dec-23,الحالة: مكتمل,Summer 2023,MAPPA,الرقابة: Censored,التقييم 8.82,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Action', 'Fantasy', 'School', 'Shounen']"
1105,Summer Pockets,المخرج: Kobayashi Tomoki,unknown,الحالة: يعرض الأن,unknown,feel.,نشر بواسطة: admin,unknown,unknown,الموسم: Spring 2025,الرقابة: Censored,['Slice of Life']
1106,Digimon Adventure:,الحلقات: 67,12-Oct-23,الحالة: مكتمل,Spring 2020,Toei Animation,الرقابة: Censored,التقييم 6.44,Mitsuka Masato,المدة: 23 min. per ep.,النوع: مسلسل,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Isekai', 'Kids']"
1107,Sakamichi no Apollon,الحلقات: 12,27-Sep-23,الحالة: مكتمل,Spring 2012,MAPPA,الرقابة: Censored,التقييم 8.31,Watanabe Shinichirou,المدة: 22 min. per ep.,النوع: مسلسل,"['Drama', 'Historical', 'Josei', 'Love Polygon', 'Music', 'Romance', 'School']"
1108,"Bye Bye, Earth 2nd Season",المخرج: Nishikata Yasuto,unknown,الحالة: يعرض الأن,unknown,LIDENFILMS,نشر بواسطة: admin,unknown,unknown,الموسم: Spring 2025,الرقابة: Censored,"['Action', 'Adventure', 'Anthropomorphic', 'Fantasy']"
1109,"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru",الحلقات: 10,19-Sep-23,الحالة: مكتمل,Fall 2013,Diomedéa,الرقابة: Censored,التقييم 7.16,Inagaki Takayuki,المدة: 24 min. per ep.,النوع: مسلسل,"['Comedy', 'Harem', 'Romance', 'School']"
1110,Blue Period,الحلقات: 12,19-Sep-23,الحالة: مكتمل,Fall 2021,Seven Arcs,الرقابة: Censored,التقييم 7.81,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Drama', 'School', 'Seinen', 'Visual Arts']"
1111,Saijaku Tamer wa Gomi Hiroi no Tabi wo Hajimemashita.,"المخرج: Horiuchi Naoki, Yamauchi Shigeyasu",unknown,الحالة: مكتمل,unknown,Studio Massket,نشر بواسطة: admin,unknown,unknown,الموسم: Winter 2024,الرقابة: Censored,"['Adventure', 'Fantasy', 'Isekai', 'Reincarnation']"
1112,Rinkai!,المخرج: Ishiyama Takaaki,unknown,الحالة: قادم,unknown,TMS Entertainment,نشر بواسطة: admin,unknown,unknown,الموسم: Spring 2024,الرقابة: Censored,"['Adult Cast', 'Racing', 'Sports']"
1113,0-saiji Start Dash Monogatari Season 2,"تم الإصدار في: December 27, 2024",unknown,الحالة: مكتمل,unknown,Winter 2025,"تحديث في: December 27, 2024",unknown,unknown,النوع: مسلسل,نشر بواسطة: admin,"['Adventure', 'Fantasy', 'Isekai', 'Reincarnation']"
1114,ReLIFE,الحلقات: 13,2-Oct-23,الحالة: مكتمل,Summer 2016,TMS Entertainment,الرقابة: Censored,التقييم 7.97,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Drama', 'Romance', 'School']"
1115,Arifureta Shokugyou de Sekai Saikyou 2nd Season,الحلقات: 12,27-Sep-23,الحالة: مكتمل,Winter 2022,asread.,الرقابة: Censored,التقييم 7.18,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Action', 'Adventure', 'Fantasy', 'Harem', 'Isekai']"
1116,Inuyashiki,الحلقات: 11,19-Sep-23,الحالة: مكتمل,Fall 2017,MAPPA,الرقابة: Censored,التقييم 7.64,Yabuta Shuuhei,المدة: 22 min. per ep.,النوع: مسلسل,"['Action', 'Drama', 'Gore', 'Psychological', 'Sci-Fi', 'Seinen']"
1117,Ore dake Haireru Kakushi Dungeon,الحلقات: 12,19-Sep-23,الحالة: مكتمل,Winter 2021,Okuruto Noboru,الرقابة: Censored,التقييم 6.30,unknown,المدة: 24 min. per ep.,النوع: مسلسل,"['Action', 'Adventure', 'Ecchi', 'Fantasy', 'Harem']"
1118,Mahoutsukai no Yakusoku,المخرج: Tatsuwa Naoyuki,unknown,الحالة: مكتمل,unknown,LIDENFILMS,نشر بواسطة: admin,unknown,unknown,الموسم: Winter 2025,الرقابة: Censored,"['Fantasy', 'Isekai']"
1119,JoJo no Kimyou na Bouken (TV),الحلقات: 26,14-Oct-23,الحالة: مكتمل,Fall 2012,David Production,الرقابة: Censored,التقييم 7.89,Suzuki Kenichi,المدة: 24 min. per ep.,النوع: مسلسل,"['Action', 'Adventure', 'Historical', 'Shounen', 'Supernatural', 'Vampire']"
1120,Yeosin Gangnim,نشر بواسطة: admin,unknown,الحالة: مكتمل,unknown,Cocktail Media,"تم الإصدار في: October 16, 2024",التقييم 6.39,unknown,المدة: 19 min.,الرقابة: Censored,"['Comedy', 'Drama', 'Romance']"
1121,Ao Haru Ride,الحلقات: 12,19-Sep-23,الحالة: مكتمل,Summer 2014,Production I.G,الرقابة: Censored,التقييم 7.64,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Romance', 'School', 'Shoujo']"
1122,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,الحلقات: 13,2-Oct-23,الحالة: مكتمل,Fall 2018,CloverWorks,الرقابة: Censored,التقييم 8.24,Masui Souichi,المدة: 24 min. per ep.,النوع: مسلسل,"['Drama', 'Romance', 'School', 'Supernatural']"
1123,Ballroom e Youkoso,الحلقات: 24,13-Oct-23,الحالة: مكتمل,Summer 2017,Production I.G,الرقابة: Censored,التقييم 8.18,unknown,المدة: 24 min. per ep.,النوع: مسلسل,"['Performing Arts', 'Shounen', 'Sports']"
1124,ACCA: 13-ku Kansatsu-ka,الحلقات: 12,19-Sep-23,الحالة: مكتمل,Winter 2017,Madhouse,الرقابة: Censored,التقييم 7.66,unknown,المدة: 24 min. per ep.,النوع: مسلسل,"['Adult Cast', 'Detective', 'Drama', 'Fantasy', 'Mystery', 'Seinen']"
1125,Momentary Lily,"المخرج: Kudou Susumu, Suzuki Shingo, Yokomine Katsumasa",unknown,الحالة: مكتمل,unknown,GoHands,نشر بواسطة: admin,unknown,unknown,الموسم: Winter 2025,الرقابة: Censored,['Action']
1126,Rokudou no Onna-tachi,الحلقات: 12,18-Sep-23,الحالة: مكتمل,Spring 2023,Satelight,الرقابة: Censored,التقييم 6.43,Saitou Keiya,المدة: 23 min. per ep.,النوع: مسلسل,"['Comedy', 'Delinquents', 'Harem', 'Romance', 'School', 'Shounen']"
1127,Genjitsu no Yohane: Sunshine in the Mirror,الحلقات: 13,16-Sep-23,الحالة: مكتمل,Summer 2023,Sunrise,الرقابة: Censored,التقييم 7.04,Nakatani Asami,المدة: 23 min. per ep.,النوع: مسلسل,['Fantasy']
1128,Yumemiru Danshi wa Genjitsushugisha,الحلقات: 12,21-Sep-23,الحالة: مكتمل,Summer 2023,AXsiZ,الرقابة: Censored,التقييم 6.55,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Comedy', 'Romance', 'School']"
1129,Your Forma,المخرج: Ozaki Takaharu,unknown,الحالة: مكتمل,unknown,Geno Studio,نشر بواسطة: admin,unknown,unknown,الموسم: Spring 2025,الرقابة: Censored,"['Detective', 'Mystery', 'Sci-Fi']"
1130,Yuru Camp△ Season 2,الحلقات: 13,2-Oct-23,الحالة: مكتمل,Winter 2021,C-Station,الرقابة: Censored,التقييم 8.53,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['CGDCT', 'Iyashikei', 'Slice of Life']"
1131,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,الحلقات: 13,2-Oct-23,الحالة: مكتمل,Spring 2013,Brain's Base,الرقابة: Censored,التقييم 8.01,unknown,المدة: 24 min. per ep.,النوع: مسلسل,"['Comedy', 'Love Polygon', 'Romance', 'School']"
1132,Haikyuu!! Second Season,الحلقات: 25,14-Oct-23,الحالة: مكتمل,Fall 2015,Production I.G,الرقابة: Censored,التقييم 8.63,unknown,المدة: 24 min. per ep.,النوع: مسلسل,"['School', 'Shounen', 'Sports', 'Team Sports']"
1133,Maken-Ki! Two,الحلقات: 10,19-Sep-23,الحالة: مكتمل,Winter 2014,Xebec,الرقابة: Censored,التقييم 6.14,Kaneko Hiraku,المدة: 24 min. per ep.,النوع: مسلسل,"['Action', 'Ecchi', 'Harem', 'Martial Arts', 'School', 'Shounen', 'Super Power']"
1134,Black★★Rock Shooter: Dawn Fall,الحلقات: 12,19-Sep-23,الحالة: مكتمل,Spring 2022,Bibury Animation CG,الرقابة: Censored,التقييم 5.93,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Action', 'Drama', 'Super Power']"
1135,Rokudenashi Majutsu Koushi to Akashic Records,الحلقات: 12,28-Sep-23,الحالة: مكتمل,Spring 2017,LIDENFILMS,الرقابة: Censored,التقييم 7.14,unknown,المدة: 24 min. per ep.,النوع: مسلسل,"['Action', 'Fantasy', 'School']"
1136,Kage no Jitsuryokusha ni Naritakute! 2nd Season,الرقابة: Censored,20-Dec-23,الحالة: مكتمل,unknown,Nexus,المخرج: Nakanishi Kazuya,unknown,unknown,الموسم: Fall 2023,الحلقات: 12,"['Action', 'Comedy', 'Fantasy', 'Isekai', 'Reincarnation']"
1137,"Sentouin, Hakenshimasu!",الحلقات: 12,25-Sep-23,الحالة: مكتمل,Spring 2021,J.C.Staff,الرقابة: Censored,التقييم 7.16,unknown,المدة: 24 min. per ep.,النوع: مسلسل,"['Action', 'Comedy', 'Fantasy', 'Isekai', 'Sci-Fi']"
1138,"Saikin, Imouto no Yousu ga Chotto Okashiinda ga.",الحلقات: 12,19-Sep-23,الحالة: مكتمل,Winter 2014,Project No.9,الرقابة: Censored,التقييم 6.20,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Comedy', 'Ecchi', 'Romance', 'Shounen', 'Supernatural']"
1139,Kamisama ni Natta Hi,الحلقات: 12,27-Sep-23,الحالة: مكتمل,Fall 2020,P.A. Works,الرقابة: Censored,التقييم 6.78,Asai Yoshiyuki,المدة: 24 min. per ep.,النوع: مسلسل,"['Drama', 'Fantasy']"
1140,Takt Op. Destiny,الحلقات: 12,19-Sep-23,الحالة: مكتمل,Fall 2021,Madhouse,الرقابة: Censored,التقييم 7.15,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Action', 'Fantasy', 'Music', 'Sci-Fi']"
1141,Dragon Raja (Long Zu),الرقابة: Censored,unknown,الحالة: مكتمل,unknown,Garden Culture,نشر بواسطة: admin,التقييم 7.12,unknown,المدة: 22 min. per ep.,الحلقات: 16,"['Adventure', 'Fantasy']"
1142,Ningen Fushin no Boukensha-tachi ga Sekai wo Sukuu you desu,الحلقات: 12,18-Sep-23,الحالة: مكتمل,Winter 2023,Geek Toys,الرقابة: Censored,التقييم 6.33,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Action', 'Adventure', 'Fantasy']"
1143,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta…,الحلقات: 12,19-Sep-23,الحالة: مكتمل,Spring 2020,SILVER LINK.,الرقابة: Censored,التقييم 7.47,unknown,المدة: 24 min. per ep.,النوع: مسلسل,"['Comedy', 'Fantasy', 'Isekai', 'Reincarnation', 'Reverse Harem', 'Romance', 'School', 'Shoujo']"
1144,One Piece 3D: Mugiwara Chase,الرقابة: Censored,unknown,الحالة: مكتمل,unknown,Toei Animation,نشر بواسطة: admin,التقييم 6.91,unknown,المدة: 30 min.,الحلقات: 1,"['Action', 'Adventure', 'Fantasy', 'Shounen']"
1145,Kowloon Generic Romance,الرقابة: Censored,3-May-25,الحالة: يعرض الأن,unknown,Arvo Animation,المخرج: Iwasaki Yoshiaki,unknown,unknown,الموسم: Spring 2025,الحلقات: 13,"['Adult Cast', 'Romance', 'Sci-Fi', 'Seinen', 'Workplace']"
1146,"Kanojo, Okarishimasu",الحلقات: 12,19-Sep-23,الحالة: مكتمل,Summer 2020,TMS Entertainment,الرقابة: Censored,التقييم 7.04,unknown,المدة: 24 min. per ep.,النوع: مسلسل,"['Adult Cast', 'Comedy', 'Harem', 'Romance', 'Shounen']"
1147,Rekishi ni Nokoru Akujo ni Naru zo,المخرج: Yanase Yuuji,unknown,الحالة: مكتمل,unknown,Maho Film,نشر بواسطة: admin,unknown,unknown,الموسم: Fall 2024,الرقابة: Censored,"['Comedy', 'Fantasy', 'Isekai', 'Reincarnation', 'Romance', 'Shoujo']"
1148,UniteUp!,الحلقات: 12,18-Sep-23,الحالة: مكتمل,Winter 2023,CloverWorks,الرقابة: Censored,التقييم 7.03,unknown,المدة: 24 min. per ep.,النوع: مسلسل,"['Idols (Male)', 'Music', 'Slice of Life']"
1149,Sousou no Frieren,"المخرج: Iwazawa Tooru, Saitou Keiichirou",unknown,الحالة: مكتمل,unknown,Madhouse,نشر بواسطة: admin,unknown,unknown,الموسم: Fall 2023,الرقابة: Censored,"['Adventure', 'Drama', 'Fantasy', 'Shounen']"
1150,Karasu wa Aruji wo Erabanai,الرقابة: Censored,22-Sep-24,الحالة: مكتمل,unknown,Pierrot,المخرج: Kyougoku Yoshiaki,unknown,unknown,الموسم: Spring 2024,الحلقات: 20,"['Fantasy', 'Historical']"
1151,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Fuka Shou – Yakusai-hen,الحلقات: 11,18-Sep-23,الحالة: مكتمل,Winter 2023,J.C.Staff,الرقابة: Censored,التقييم 8.24,Tachibana Hideki,المدة: 24 min. per ep.,النوع: مسلسل,"['Action', 'Adventure', 'Fantasy']"
1152,Shadows House 2nd Season,الحلقات: 12,28-Sep-23,الحالة: مكتمل,Summer 2022,CloverWorks,الرقابة: Censored,التقييم 8.01,Oohashi Kazuki,المدة: 23 min. per ep.,النوع: مسلسل,"['Fantasy', 'Mystery', 'Seinen']"
1153,BanG Dream! Ave Mujica,الرقابة: Censored,27-Dec-24,الحالة: مكتمل,unknown,SANZIGEN,المخرج: Kakimoto Koudai,unknown,unknown,الموسم: Winter 2025,الحلقات: 13,"['Drama', 'Music']"
1154,Ookami Shoujo to Kuro Ouji,الحلقات: 12,19-Sep-23,الحالة: مكتمل,Fall 2014,TYO Animations,الرقابة: Censored,التقييم 7.04,Kasai Kenichi,المدة: 24 min. per ep.,النوع: مسلسل,"['Comedy', 'Romance', 'School', 'Shoujo']"
1155,Kaijin Kaihatsu-bu no Kuroitsu-san,الحلقات: 12,27-Sep-23,الحالة: مكتمل,Winter 2022,Quad,الرقابة: Censored,التقييم 6.73,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Comedy', 'Fantasy', 'Workplace']"
1156,"Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita",الحلقات: 13,2-Oct-23,الحالة: مكتمل,Fall 2021,Studio Flad,الرقابة: Censored,التقييم 6.94,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Adventure', 'Fantasy', 'Romance']"
1157,Berserk 2nd Season,الحلقات: 12,27-Sep-23,الحالة: مكتمل,Spring 2017,GEMBA,الرقابة: Censored,التقييم 6.56,Itagaki Shin,المدة: 24 min. per ep.,النوع: مسلسل,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Gore', 'Horror', 'Military', 'Seinen']"
1158,"Keikenzumi na Kimi to, Keiken Zero na Ore ga, Otsukiai suru Hanashi.",المخرج: Ooba Hideaki,unknown,الحالة: مكتمل,unknown,ENGI,نشر بواسطة: admin,unknown,unknown,الموسم: Fall 2023,الرقابة: Censored,"['Romance', 'School']"
1159,Hundred,الحلقات: 12,19-Sep-23,الحالة: مكتمل,Spring 2016,Production IMS,الرقابة: Censored,التقييم 6.31,unknown,المدة: 24 min. per ep.,النوع: مسلسل,"['Action', 'Ecchi', 'Harem', 'Mecha', 'Romance', 'School', 'Sci-Fi']"
1160,Sankarea,الحلقات: 12,19-Sep-23,الحالة: مكتمل,Spring 2012,Studio Deen,الرقابة: Censored,التقييم 7.28,unknown,المدة: 24 min. per ep.,النوع: مسلسل,"['Comedy', 'Ecchi', 'Horror', 'Romance', 'Shounen', 'Supernatural']"
1161,Tono to Inu,"تحديث في: August 21, 2024",unknown,الحالة: مكتمل,unknown,Fall 2024,unknown,unknown,unknown,الرقابة: Censored,"تم الإصدار في: August 21, 2024","['Historical', 'Pets', 'Samurai', 'Slice of Life']"
1162,Sengoku Youko: Senma Konton-hen,المخرج: Aizawa Kagetsu,unknown,الحالة: يعرض الأن,unknown,White Fox,نشر بواسطة: admin,unknown,unknown,الموسم: Summer 2024,الرقابة: Censored,"['Action', 'Adventure', 'Fantasy', 'Historical', 'Mythology', 'Shounen']"
1163,Tate no Yuusha no Nariagari Season 3,الرقابة: Censored,22-Dec-23,الحالة: مكتمل,unknown,Kinema Citrus,المخرج: Haga Hitoshi,unknown,unknown,الموسم: Fall 2023,الحلقات: 12,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Isekai']"
1164,Isshuukan Friends.,الحلقات: 12,19-Sep-23,الحالة: مكتمل,Spring 2014,Brain's Base,الرقابة: Censored,التقييم 7.53,Iwasaki Tarou,المدة: 23 min. per ep.,النوع: مسلسل,"['Comedy', 'School', 'Shounen']"
1165,BanG Dream! It’s MyGO!!!!!,الحلقات: 13,21-Sep-23,الحالة: مكتمل,Summer 2023,SANZIGEN,الرقابة: Censored,التقييم 8.23,unknown,المدة: 24 min. per ep.,النوع: مسلسل,['Music']
1166,Around 40 Otoko no Isekai Tsuuhan,المخرج: Yuuzumi Keiei,unknown,الحالة: مكتمل,unknown,East Fish Studio,نشر بواسطة: admin,unknown,unknown,الموسم: Winter 2025,الرقابة: Censored,"['Ecchi', 'Fantasy', 'Harem', 'Isekai', 'Shounen']"
1167,Hyouken no Majutsushi ga Sekai wo Suberu,الحلقات: 12,18-Sep-23,الحالة: مكتمل,Winter 2023,Cloud Hearts,الرقابة: Censored,التقييم 6.36,unknown,المدة: 24 min. per ep.,النوع: مسلسل,"['Action', 'Fantasy', 'School']"
1168,"Kanojo, Okarishimasu 3rd Season",الحلقات: 12,30-Sep-23,الحالة: مكتمل,Summer 2023,TMS Entertainment,الرقابة: Censored,التقييم 7.07,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Comedy', 'Romance', 'Shounen']"
1169,Princess Connect! Re:Dive Season 2,الحلقات: 12,27-Sep-23,الحالة: مكتمل,Winter 2022,CygamesPictures,الرقابة: Censored,التقييم 7.80,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Adventure', 'Comedy', 'Fantasy', 'Gourmet']"
1170,Trillion Game,نشر بواسطة: admin,unknown,الحالة: يعرض الأن,unknown,Madhouse,"تم الإصدار في: August 21, 2024",unknown,unknown,النوع: مسلسل,المخرج: Satou Yuuzou,"['Drama', 'Seinen']"
1171,Sonny Boy,الحلقات: 12,25-Sep-23,الحالة: مكتمل,Summer 2021,Madhouse,الرقابة: Censored,التقييم 7.78,unknown,المدة: 24 min. per ep.,النوع: مسلسل,"['Award Winning', 'Isekai', 'Mystery', 'Super Power']"
1172,Houkago Shounen Hanako-kun Part 2,الرقابة: Censored,29-Oct-24,الحالة: مكتمل,unknown,Lerche,المخرج: Kitamura Masaki,unknown,unknown,الموسم: Fall 2024,الحلقات: 4,"['Comedy', 'Parody', 'School', 'Supernatural']"
1173,Goblin Slayer,الحلقات: 12,19-Sep-23,الحالة: مكتمل,Fall 2018,White Fox,الرقابة: Censored,التقييم 7.42,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Action', 'Adventure', 'Fantasy', 'Gore']"
1174,Higurashi no Naku Koro ni Sotsu,الحلقات: 15,12-Oct-23,الحالة: مكتمل,Summer 2021,Passione,الرقابة: Censored,التقييم 6.73,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Avant Garde', 'Gore', 'Horror', 'Mystery', 'Psychological', 'Supernatural']"
1175,Gakusen Toshi Asterisk,الحلقات: 12,28-Sep-23,الحالة: مكتمل,Fall 2015,A-1 Pictures,الرقابة: Censored,التقييم 6.82,Ono Manabu,المدة: 23 min. per ep.,النوع: مسلسل,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Romance', 'School', 'Sci-Fi']"
1176,Mahoutsukai ni Narenakatta Onnanoko no Hanashi,نشر بواسطة: admin,unknown,الحالة: مكتمل,unknown,J.C.Staff,"تم الإصدار في: August 21, 2024",unknown,unknown,النوع: مسلسل,"المخرج: Matsune Masato, Watanabe Takashi","['Drama', 'Fantasy', 'School']"
1177,SK∞,الحلقات: 12,19-Sep-23,الحالة: مكتمل,Winter 2021,Bones,الرقابة: Censored,التقييم 8.02,Utsumi Hiroko,المدة: 23 min. per ep.,النوع: مسلسل,"['Racing', 'Sports']"
1178,Kuroshitsuji: Kishuku Gakkou-hen,المخرج: Okada Kenjirou,unknown,الحالة: مكتمل,unknown,CloverWorks,نشر بواسطة: admin,unknown,unknown,الموسم: Spring 2024,الرقابة: Censored,"['Action', 'Fantasy', 'Historical', 'Mystery', 'Mythology', 'Shounen']"
1179,The Beginning After the End,المخرج: Motonaga Keitarou,unknown,الحالة: مكتمل,unknown,Studio A-CAT,نشر بواسطة: admin,unknown,unknown,الموسم: Spring 2025,الرقابة: Censored,"['Fantasy', 'Reincarnation']"
1180,Shin Tennis no Oujisama: U-17 World Cup Semifinal,المخرج: Tokumoto Yoshinobu,unknown,الحالة: مكتمل,unknown,M.S.C,نشر بواسطة: admin,unknown,unknown,الموسم: Fall 2024,الرقابة: Censored,"['School', 'Shounen', 'Sports']"
1181,AI no Idenshi,الحلقات: 12,30-Sep-23,الحالة: مكتمل,Summer 2023,Madhouse,الرقابة: Censored,التقييم 6.51,unknown,المدة: 24 min. per ep.,النوع: مسلسل,"['Drama', 'Psychological', 'Sci-Fi', 'Shounen', 'Suspense']"
1182,Tokyo Revengers,الحلقات: 24,13-Oct-23,الحالة: مكتمل,Spring 2021,LIDENFILMS,الرقابة: Censored,التقييم 7.97,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Action', 'Delinquents', 'Drama', 'Shounen', 'Supernatural', 'Time Travel']"
1183,Tokyo Ghoul,الحلقات: 12,19-Sep-23,الحالة: مكتمل,Summer 2014,Pierrot,الرقابة: Censored,التقييم 7.79,Morita Shuuhei,المدة: 24 min. per ep.,النوع: مسلسل,"['Action', 'Fantasy', 'Gore', 'Horror', 'Psychological', 'Seinen']"
1184,"Seija Musou: Salaryman, Isekai de Ikinokoru Tame ni Ayumu Michi",الحلقات: 12,22-Sep-23,الحالة: مكتمل,Summer 2023,Cloud Hearts,الرقابة: Censored,التقييم 6.59,unknown,المدة: 24 min. per ep.,النوع: مسلسل,"['Comedy', 'Fantasy', 'Isekai', 'Reincarnation']"
1185,Tensei Kizoku no Isekai Boukenroku: Jichou wo Shiranai Kamigami no Shito,الحلقات: 12,18-Sep-23,الحالة: مكتمل,Spring 2023,EMT Squared,الرقابة: Censored,التقييم 6.66,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Action', 'Fantasy', 'Harem', 'Isekai', 'Reincarnation', 'Romance']"
1186,Owari no Seraph: Nagoya Kessen-hen,الحلقات: 12,19-Sep-23,الحالة: مكتمل,Fall 2015,Wit Studio,الرقابة: Censored,التقييم 7.62,unknown,المدة: 23 min. per ep.,النوع: مسلسل,"['Action', 'Drama', 'Military', 'Shounen', 'Supernatural', 'Vampire']"
1187,Taboo Tattoo,الحلقات: 12,19-Sep-23,الحالة: مكتمل,Summer 2016,J.C.Staff,الرقابة: Censored,التقييم 5.74,unknown,المدة: 24 min. per ep.,النوع: مسلسل,"['Action', 'Martial Arts', 'Seinen', 'Super Power', 'Supernatural']"
1188,Gintama°,الحلقات: 51,12-Oct-23,الحالة: مكتمل,Spring 2015,Bandai Namco Pictures,الرقابة: Censored,التقييم 9.06,Miyawaki Chizuru,المدة: 24 min. per ep.,النوع: مسلسل,"['Action', 'Comedy', 'Gag Humor', 'Historical', 'Parody', 'Samurai', 'Sci-Fi', 'Shounen']"
1189,Kokkoku,الحلقات: 12,22-Sep-23,الحالة: مكتمل,Winter 2018,Geno Studio,الرقابة: Censored,التقييم 6.99,Oohashi Yoshimitsu,المدة: 23 min. per ep.,النوع: مسلسل,"['Adult Cast', 'Drama', 'Mystery', 'Psychological', 'Seinen', 'Supernatural']"
